Account,Account_Title,Organization,Budget_Activity,Budget_Activity_Title,Line_Number,PE_BLI,Program_Element_Budget_Line_Item_BLI_Title,Include_In_TOA,FY_2025_Actuals,FY_2025_Reconciliation,FY_2025_Total,FY_2026_Discretionary_Enacted,FY_2026_PL_119_21_Spend_Plan,FY_2026_Total,FY_2027_Discretionary_Request,FY_2027_Mandatory_Request,FY_2027_Total,Classification
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,282,0408011F,Special Tactics / Combat Control,Y,9146,,9146,28200,10000,38200,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,283,0708610F,Logistics Information Technology (LOGIT),Y,11665,,11665,18326,,18326,21518,,21518,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,284,0801380F,AF LVC Operational Training (LVC-OT),Y,23987,,23987,33478,,33478,23472,,23472,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,285,0804743F,Other Flight Training,Y,1116,,1116,2338,,2338,1950,,1950,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,286,0901202F,Joint Personnel Recovery Agency,Y,2235,,2235,2051,,2051,2035,,2035,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,287,0901218F,Civilian Compensation Program,Y,4267,,4267,4355,,4355,4248,,4248,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,288,0901220F,Personnel Administration,Y,3557,,3557,2728,,2728,2678,,2678,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,289,0901226F,Air Force Studies and Analysis Agency,Y,9578,,9578,14559,,14559,81252,,81252,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,290,0901231F,Counterdrug Support - HQ USAF,Y,4789,,4789,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,291,0901538F,Financial Management Information Systems Development,Y,5428,,5428,3927,,3927,3316,,3316,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,292,0901554F,Defense Enterprise Acntng and Mgt Sys (DEAMS),Y,55836,,55836,38408,20000,58408,38301,,38301,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,293,1201921F,Service Support to STRATCOM - Space Activities,Y,,,,330,,330,700,,700,U
3600F,"Research, Development, Test and Evaluation, Air Force",,07,Operational system development,999,9999999999,Classified Programs,Y,18258364,,18258364,18003033,1378393,19381426,29113107,,29113107,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,01,Basic research,1,0601102SF,Defense Research Sciences,Y,19949,,19949,21999,,21999,20833,,20833,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,01,Basic research,2,0601103SF,University Research Initiatives,Y,13604,,13604,14330,,14330,14426,,14426,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,02,Applied research,3,1202212SF,Defense Laboratories R&D Projects,Y,18701,,18701,,,,,,,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,02,Applied research,4,1206601SF,Space Technology,Y,242170,,242170,276981,,276981,234190,,234190,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,03,Advanced technology development,5,1206310SF,Space Science and Technology Research and Development,Y,440701,,440701,495523,,495523,313738,,313738,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,03,Advanced technology development,6,1206616SF,Space Advanced Technology Development/Demo,Y,245989,,245989,155341,,155341,126427,,126427,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,7,0604002SF,Space Force Weather Services Research,Y,836,,836,843,,843,3581,,3581,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,8,1203010SF,"Space Force IT, Data Analytics, Digital Solutions",Y,83798,,83798,99570,,99570,45971,,45971,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,9,1203164SF,NAVSTAR Global Positioning System (User Equipment) (SPACE),Y,260198,,260198,152003,,152003,,,,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,10,1203622SF,Space Warfighting Analysis,Y,123208,,123208,124409,,124409,128546,,128546,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,11,1203710SF,EO/IR Weather Systems,Y,66967,,66967,69777,,69777,144434,,144434,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,12,1203955SF,"Space Access, Mobility & Logistics (SAML)",Y,23158,,23158,29278,,29278,9724,,9724,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,13,1206410SF,Space Technology Development and Prototyping,Y,1551293,,1551293,1226643,,1226643,1246316,,1246316,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,14,1206427SF,Space Systems Prototype Transitions (SSPT),Y,112132,,112132,106869,,106869,87730,,87730,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,15,1206438SF,Space Control Technology,Y,60027,,60027,59148,9010,68158,62031,,62031,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,16,1206458SF,Tech Transition (Space),Y,196537,,196537,313678,,313678,241056,,241056,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,17,1206617SF,Operational Test & Training Infrastructure,Y,,,,,,,265215,,265215,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,18,1206730SF,Space Security and Defense Program,Y,53199,,53199,45200,,45200,102140,,102140,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,19,1206760SF,Protected Tactical Enterprise Service (PTES),Y,74849,,74849,96615,,96615,155885,,155885,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,20,1206761SF,Protected Tactical Service (PTS),Y,390585,,390585,428697,,428697,449434,,449434,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,21,1206855SF,Evolved Strategic SATCOM (ESS),Y,876055,,876055,1111595,,1111595,,,,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,22,1206857SF,Space Rapid Capabilities Office,Y,104661,,104661,15582,,15582,9950,,9950,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced component development and prototypes,23,1206862SF,Tactically Responsive Space,Y,43635,,43635,29800,135000,164800,86306,,86306,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,24,1203269SF,GPS III Follow-On (GPS IIIF),Y,233109,,233109,196152,,196152,123793,,123793,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,25,1206421SF,Counterspace Systems,Y,33776,,33776,30820,,30820,43702,,43702,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,26,1206422SF,Weather System Follow-on,Y,47488,,47488,37925,,37925,34756,,34756,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,27,1206425SF,Space Situation Awareness Systems,Y,444500,,444500,,528000,528000,1317841,,1317841,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,28,1206431SF,Advanced EHF MILSATCOM (SPACE),Y,981,,981,13598,,13598,10157,,10157,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,29,1206433SF,Wideband Global SATCOM (SPACE),Y,,,,19296,,19296,,,,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,30,1206440SF,Next-Gen OPIR -- Ground,Y,500395,,500395,348330,,348330,761425,,761425,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,31,1206442SF,Next Generation OPIR,Y,190951,,190951,189621,,189621,209851,,209851,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,32,1206443SF,Next-Gen OPIR -- GEO,Y,458727,,458727,422173,,422173,485703,,485703,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,33,1206444SF,Next-Gen OPIR -- Polar,Y,769478,,769478,436521,,436521,,,,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,34,1206445SF,Commercial SATCOM (COMSATCOM) Integration,Y,124117,,124117,127261,,127261,68554,,68554,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,35,1206446SF,Resilient Missile Warning Missile Tracking - Low Earth Orbit (LEO),Y,1697821,,1697821,1695454,,1695454,3564176,,3564176,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,36,1206447SF,Resilient Missile Warning Missile Tracking - Medium Earth Orbit (MEO),Y,756349,,756349,675848,,675848,1413662,,1413662,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,37,1206771SF,Commercial Services,Y,44699,,44699,168026,,168026,23752,,23752,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,38,1206853SF,National Security Space Launch Program (SPACE) - EMD,Y,101138,,101138,6540,,6540,2748,,2748,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,05,System development and demonstration,39,1206855SF,Evolved Strategic SATCOM (ESS),Y,,,,,,,1838718,,1838718,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,06,Management support,40,0909999SF,Financing for Cancelled Account Adjustments,Y,161,,161,,,,,,,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,06,Management support,41,1205502SF,Small Business Innovation Research,Y,448511,,448511,,,,,,,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,06,Management support,42,1206392SF,ACQ Workforce - Space & Missile Systems,Y,263288,,263288,269162,,269162,260731,,260731,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,06,Management support,43,1206398SF,Space & Missile Systems Center - MHA,Y,12867,,12867,15356,,15356,13717,,13717,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,06,Management support,44,1206399SF,SSC Enterprise Engineering & Integration,Y,,,,109161,,109161,230848,,230848,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,06,Management support,45,1206759SF,Major T&E Investment - Space,Y,216282,,216282,195977,,195977,65731,,65731,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,06,Management support,46,1206860SF,Rocket Systems Launch Program (SPACE),Y,34761,,34761,65031,60000,125031,19965,,19965,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,06,Management support,47,1206864SF,Space Test Program (STP),Y,29568,,29568,28404,,28404,29598,,29598,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,49,1201212SF,Service-Wide Support (Not Otherwise Accounted For),Y,,,,9073,,9073,28425,,28425,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,50,1203001SF,Family of Advanced BLoS Terminals (FAB-T),Y,2582,,2582,303,,303,,,,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,51,1203040SF,DCO-Space,Y,101374,,101374,97997,,97997,481251,,481251,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,52,1203109SF,Narrowband Satellite Communications,Y,194808,,194808,415402,,415402,855860,,855860,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,53,1203110SF,Satellite Control Network (SPACE),Y,78966,,78966,92459,18000,110459,92537,,92537,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,54,1203154SF,Long Range Kill Chains,Y,250210,,250210,,420700,420700,1392025,,1392025,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,55,1203155SF,Space-Based Moving Target Indicator,Y,256000,,256000,719384,135000,854384,253355,803000,1056355,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,56,1203156SF,Data Transport and Networking,Y,,,,,,,164974,,164974,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,57,1203165SF,NAVSTAR Global Positioning System (Space and Control Segments),Y,,,,,,,115000,,115000,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,58,1203173SF,Space and Missile Test and Evaluation Center,Y,20433,,20433,21862,,21862,22487,,22487,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,59,1203174SF,"Space Innovation, Integration and Rapid Technology Development",Y,47216,,47216,81046,,81046,10538,,10538,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,60,1203182SF,Spacelift Range System  (SPACE),Y,43933,,43933,54300,,54300,56781,,56781,U
3620F,"Research, Development, Test, and Evaluation, Space Force",F,07,Operational system development,61,1203330SF,Space Superiority ISR,Y,28227,,28227,24411,,24411,64290,,64290,U
